=== Debug Logger 시작 ===
Unity 버전: 2022.3.55f1
플랫폼: WindowsEditor
해상도: 977x550
[19:31:05.192] [Warning] DontDestroyOnLoad only works for root GameObjects or components on root GameObjects.
[19:31:05.198] [Warning] DontDestroyOnLoad only works for root GameObjects or components on root GameObjects.
[19:31:05.199] [Warning] DontDestroyOnLoad only works for root GameObjects or components on root GameObjects.
[19:31:05.437] [Log] DungGeunMo 폰트 자동 로드 성공: Assets/Font/DungGeunMo SDF
DungGeunMo 폰트 자동 로드 성공: Assets/Font/DungGeunMo SDF
[19:31:05.437] [Log] CreatePrefabsIfNeeded 시작
[19:31:05.438] [Log] MenuPrefab 생성 중...
[19:31:05.453] [Log] MenuPrefab 생성 완료: 성공
[19:31:05.454] [Log] ButtonPrefab 생성 중...
[19:31:05.505] [Log] DungGeunMo 폰트 적용 완료
[19:31:05.506] [Log] ButtonPrefab 생성 완료: 성공
[19:31:05.506] [Log] SeparatorPrefab 생성 중...
[19:31:05.507] [Log] SeparatorPrefab 생성 완료: 성공
[19:31:05.508] [Log] CreatePrefabsIfNeeded 완료
[19:31:05.508] [Log] Unity UI 컨텍스트 메뉴 시스템 초기화 완료
Unity UI 컨텍스트 메뉴 시스템 초기화 완료
[19:31:05.511] [Log] 카메라 설정 완료!
[19:31:05.511] [Log] Clear Flags: SolidColor
[19:31:05.512] [Log] Background Color: RGBA(0.000, 0.000, 0.000, 1.000)
카메라 Clear Flags: SolidColor
카메라 Background Color: RGBA(0.000, 0.000, 0.000, 1.000)
검은색 강제 렌더링 모드 활성화!
[19:31:05.514] [Log] 캣타워 위치: (7.61, -4.45, 0.00) (화면 우측하단)
캣타워 위치: (7.61, -4.45, 0.00) (화면 우측하단)
[19:31:05.516] [Log] 타워 이미지 로드 성공: Assets/Image/CatTower.png
[19:31:05.518] [Log] 타워 이미지 로드 성공 - 레벨 1 (크기: 250x300)
타워 이미지 로드 성공 - 레벨 1 (크기: 250x300)
[19:31:05.519] [Log] 캣타워 생성 완료 - 우측하단 배치
캣타워 생성 완료 - 우측하단 배치
[19:31:05.528] [Log] 게임 데이터 매니저 초기화
게임 데이터 매니저 초기화 - 초기 행복도: 100%
[19:31:05.534] [Log] 고양이 위치: (8.00, -4.19, 0.00), 방향: (0.00, 1.00), screenBounds: 5
[19:31:06.301] [Log] 고양이 위치: (8.00, -4.09, 0.00), 방향: (0.00, 1.00), screenBounds: 5
[19:31:06.317] [Log] 고양이 위치: (8.00, -4.08, 0.00), 방향: (0.00, 1.00), screenBounds: 5
[19:31:06.334] [Log] 고양이 위치: (8.00, -4.08, 0.00), 방향: (0.00, 1.00), screenBounds: 5
[19:31:06.351] [Log] 고양이 위치: (8.00, -4.07, 0.00), 방향: (0.00, 1.00), screenBounds: 5
[19:31:06.367] [Log] 고양이 위치: (8.00, -4.07, 0.00), 방향: (0.00, 1.00), screenBounds: 5
[19:31:06.384] [Log] 고양이 위치: (8.00, -4.06, 0.00), 방향: (0.00, 1.00), screenBounds: 5
[19:31:06.401] [Log] 고양이 위치: (8.00, -4.06, 0.00), 방향: (0.00, 1.00), screenBounds: 5
[19:31:06.417] [Log] 고양이 위치: (8.00, -4.05, 0.00), 방향: (0.00, 1.00), screenBounds: 5
[19:31:06.433] [Log] 고양이 위치: (8.00, -4.05, 0.00), 방향: (0.00, 1.00), screenBounds: 5
[19:31:06.450] [Log] 고양이 위치: (8.00, -4.04, 0.00), 방향: (0.00, 1.00), screenBounds: 5
[19:31:06.467] [Log] 고양이 위치: (8.00, -4.04, 0.00), 방향: (0.00, 1.00), screenBounds: 5
[19:31:06.483] [Log] 고양이 위치: (8.00, -4.03, 0.00), 방향: (0.00, 1.00), screenBounds: 5
[19:31:06.500] [Log] 고양이 위치: (8.00, -4.03, 0.00), 방향: (0.00, 1.00), screenBounds: 5
[19:31:06.518] [Log] 고양이 위치: (8.00, -4.02, 0.00), 방향: (0.00, 1.00), screenBounds: 5
[19:31:06.534] [Log] 고양이 위치: (8.00, -4.02, 0.00), 방향: (0.00, 1.00), screenBounds: 5
[19:31:06.550] [Log] 고양이 위치: (8.00, -4.01, 0.00), 방향: (0.00, 1.00), screenBounds: 5
[19:31:06.567] [Log] 고양이 위치: (8.00, -4.01, 0.00), 방향: (0.00, 1.00), screenBounds: 5
[19:31:06.583] [Log] 고양이 위치: (8.00, -4.00, 0.00), 방향: (0.00, 1.00), screenBounds: 5
[19:31:06.601] [Log] 고양이 위치: (8.00, -4.00, 0.00), 방향: (0.00, 1.00), screenBounds: 5
[19:31:06.619] [Log] 고양이 위치: (8.00, -3.99, 0.00), 방향: (0.00, 1.00), screenBounds: 5
[19:31:06.634] [Log] 고양이 위치: (8.00, -3.99, 0.00), 방향: (0.00, 1.00), screenBounds: 5
[19:31:06.650] [Log] 고양이 위치: (8.00, -3.98, 0.00), 방향: (0.00, 1.00), screenBounds: 5
[19:31:06.669] [Log] 고양이 위치: (8.00, -3.98, 0.00), 방향: (0.00, 1.00), screenBounds: 5
[19:31:06.683] [Log] 고양이 위치: (8.00, -3.97, 0.00), 방향: (0.00, 1.00), screenBounds: 5
[19:31:06.702] [Log] 고양이 위치: (8.00, -3.97, 0.00), 방향: (0.00, 1.00), screenBounds: 5
[19:31:06.719] [Log] 고양이 위치: (8.00, -3.96, 0.00), 방향: (0.00, 1.00), screenBounds: 5
[19:31:06.735] [Log] 고양이 위치: (8.00, -3.96, 0.00), 방향: (0.00, 1.00), screenBounds: 5
[19:31:06.750] [Log] 고양이 위치: (8.00, -3.95, 0.00), 방향: (0.00, 1.00), screenBounds: 5
[19:31:06.766] [Log] 고양이 위치: (8.00, -3.95, 0.00), 방향: (0.00, 1.00), screenBounds: 5
[19:31:06.784] [Log] 고양이 위치: (8.00, -3.94, 0.00), 방향: (0.00, 1.00), screenBounds: 5
[19:31:06.801] [Log] 고양이 위치: (8.00, -3.94, 0.00), 방향: (0.00, 1.00), screenBounds: 5
[19:31:06.817] [Log] 고양이 위치: (8.00, -3.93, 0.00), 방향: (0.00, 1.00), screenBounds: 5
[19:31:06.834] [Log] 고양이 위치: (8.00, -3.93, 0.00), 방향: (0.00, 1.00), screenBounds: 5
[19:31:06.850] [Log] 고양이 위치: (8.00, -3.92, 0.00), 방향: (0.00, 1.00), screenBounds: 5
[19:31:06.866] [Log] 고양이 위치: (8.00, -3.92, 0.00), 방향: (0.00, 1.00), screenBounds: 5
[19:31:06.883] [Log] 고양이 위치: (8.00, -3.91, 0.00), 방향: (0.00, 1.00), screenBounds: 5
[19:31:06.901] [Log] 고양이 위치: (8.00, -3.91, 0.00), 방향: (0.00, 1.00), screenBounds: 5
[19:31:06.918] [Log] 고양이 위치: (8.00, -3.90, 0.00), 방향: (0.00, 1.00), screenBounds: 5
[19:31:06.936] [Log] 고양이 위치: (8.00, -3.90, 0.00), 방향: (0.00, 1.00), screenBounds: 5
[19:31:06.953] [Log] 고양이 위치: (8.00, -3.89, 0.00), 방향: (0.00, 1.00), screenBounds: 5
[19:31:06.954] [Log] 에디터에서는 윈도우 설정이 비활성화됩니다.
에디터에서는 윈도우 설정이 비활성화됩니다.
[19:31:06.967] [Log] 고양이 위치: (8.00, -3.89, 0.00), 방향: (0.00, 1.00), screenBounds: 5
[19:31:06.984] [Log] 고양이 위치: (8.00, -3.88, 0.00), 방향: (0.00, 1.00), screenBounds: 5
[19:31:07.002] [Log] 고양이 위치: (8.00, -3.88, 0.00), 방향: (0.00, 1.00), screenBounds: 5
[19:31:07.047] [Log] 고양이 위치: (8.00, -3.86, 0.00), 방향: (0.00, 1.00), screenBounds: 5
[19:31:07.054] [Log] 고양이 위치: (8.00, -3.86, 0.00), 방향: (0.00, 1.00), screenBounds: 5
[19:31:07.066] [Log] 고양이 위치: (8.00, -3.86, 0.00), 방향: (0.00, 1.00), screenBounds: 5
[19:31:07.081] [Log] 고양이 위치: (8.00, -3.85, 0.00), 방향: (0.00, 1.00), screenBounds: 5
[19:31:07.098] [Log] 고양이 위치: (8.00, -3.85, 0.00), 방향: (0.00, 1.00), screenBounds: 5
[19:31:07.114] [Log] 고양이 위치: (8.00, -3.84, 0.00), 방향: (0.00, 1.00), screenBounds: 5
[19:31:07.130] [Log] 고양이 위치: (8.00, -3.84, 0.00), 방향: (0.00, 1.00), screenBounds: 5
[19:31:07.149] [Log] 고양이 위치: (8.00, -3.83, 0.00), 방향: (0.00, 1.00), screenBounds: 5
[19:31:07.169] [Log] 고양이 위치: (8.00, -3.83, 0.00), 방향: (0.00, 1.00), screenBounds: 5
[19:31:07.184] [Log] 고양이 위치: (8.00, -3.82, 0.00), 방향: (0.00, 1.00), screenBounds: 5
[19:31:07.199] [Log] 고양이 위치: (8.00, -3.82, 0.00), 방향: (0.00, 1.00), screenBounds: 5
[19:31:07.214] [Log] 고양이 위치: (8.00, -3.81, 0.00), 방향: (0.00, 1.00), screenBounds: 5
[19:31:07.235] [Log] 고양이 위치: (8.00, -3.81, 0.00), 방향: (0.00, 1.00), screenBounds: 5
[19:31:07.247] [Log] 고양이 위치: (8.00, -3.80, 0.00), 방향: (0.00, 1.00), screenBounds: 5
[19:31:07.264] [Log] 고양이 위치: (8.00, -3.80, 0.00), 방향: (0.00, 1.00), screenBounds: 5
[19:31:07.283] [Log] 고양이 위치: (8.00, -3.79, 0.00), 방향: (0.00, 1.00), screenBounds: 5
[19:31:07.300] [Log] 고양이 위치: (8.00, -3.79, 0.00), 방향: (0.00, 1.00), screenBounds: 5
[19:31:07.316] [Log] 고양이 위치: (8.00, -3.78, 0.00), 방향: (0.00, 1.00), screenBounds: 5
[19:31:07.331] [Log] 고양이 위치: (8.00, -3.78, 0.00), 방향: (0.00, 1.00), screenBounds: 5
[19:31:07.347] [Log] 고양이 위치: (8.00, -3.77, 0.00), 방향: (0.00, 1.00), screenBounds: 5
[19:31:07.364] [Log] 고양이 위치: (8.00, -3.77, 0.00), 방향: (0.00, 1.00), screenBounds: 5
[19:31:07.382] [Log] 고양이 위치: (8.00, -3.76, 0.00), 방향: (0.00, 1.00), screenBounds: 5
[19:31:07.396] [Log] 고양이 위치: (8.00, -3.76, 0.00), 방향: (0.00, 1.00), screenBounds: 5
[19:31:07.414] [Log] 고양이 위치: (8.00, -3.75, 0.00), 방향: (0.00, 1.00), screenBounds: 5
[19:31:07.433] [Log] 고양이 위치: (8.00, -3.75, 0.00), 방향: (0.00, 1.00), screenBounds: 5
[19:31:07.451] [Log] 고양이 위치: (8.00, -3.74, 0.00), 방향: (0.00, 1.00), screenBounds: 5
[19:31:07.466] [Log] 고양이 위치: (8.00, -3.74, 0.00), 방향: (0.00, 1.00), screenBounds: 5
[19:31:07.481] [Log] 고양이 위치: (8.00, -3.73, 0.00), 방향: (0.00, 1.00), screenBounds: 5
[19:31:07.498] [Log] 고양이 위치: (8.00, -3.73, 0.00), 방향: (0.00, 1.00), screenBounds: 5
[19:31:07.515] [Log] 고양이 위치: (8.00, -3.72, 0.00), 방향: (0.00, 1.00), screenBounds: 5
[19:31:07.532] [Log] 고양이 위치: (8.00, -3.72, 0.00), 방향: (0.00, 1.00), screenBounds: 5
[19:31:07.548] [Log] 고양이 위치: (8.00, -3.71, 0.00), 방향: (0.00, 1.00), screenBounds: 5
[19:31:07.565] [Log] 고양이 위치: (8.00, -3.71, 0.00), 방향: (0.00, 1.00), screenBounds: 5
[19:31:07.581] [Log] 고양이 위치: (8.00, -3.70, 0.00), 방향: (0.00, 1.00), screenBounds: 5
[19:31:07.599] [Log] 고양이 위치: (8.00, -3.70, 0.00), 방향: (0.00, 1.00), screenBounds: 5
[19:31:07.614] [Log] 고양이 위치: (8.00, -3.69, 0.00), 방향: (0.00, 1.00), screenBounds: 5
[19:31:07.631] [Log] 고양이 위치: (8.00, -3.69, 0.00), 방향: (0.00, 1.00), screenBounds: 5
[19:31:07.649] [Log] 고양이 위치: (8.00, -3.68, 0.00), 방향: (0.00, 1.00), screenBounds: 5
[19:31:07.667] [Log] 고양이 위치: (8.00, -3.68, 0.00), 방향: (0.00, 1.00), screenBounds: 5
[19:31:07.681] [Log] 고양이 위치: (8.00, -3.67, 0.00), 방향: (0.00, 1.00), screenBounds: 5
[19:31:07.698] [Log] 고양이 위치: (8.00, -3.67, 0.00), 방향: (0.00, 1.00), screenBounds: 5
[19:31:07.714] [Log] 고양이 위치: (8.00, -3.66, 0.00), 방향: (0.00, 1.00), screenBounds: 5
[19:31:07.730] [Log] 고양이 위치: (8.00, -3.66, 0.00), 방향: (0.00, 1.00), screenBounds: 5
[19:31:07.749] [Log] 고양이 위치: (8.00, -3.65, 0.00), 방향: (0.00, 1.00), screenBounds: 5
[19:31:07.767] [Log] 고양이 위치: (8.00, -3.65, 0.00), 방향: (0.00, 1.00), screenBounds: 5
[19:31:07.780] [Log] 고양이 위치: (8.00, -3.64, 0.00), 방향: (0.00, 1.00), screenBounds: 5
[19:31:07.799] [Log] 고양이 위치: (8.00, -3.64, 0.00), 방향: (0.00, 1.00), screenBounds: 5
[19:31:07.814] [Log] 고양이 위치: (8.00, -3.63, 0.00), 방향: (0.00, 1.00), screenBounds: 5
[19:31:07.831] [Log] 고양이 위치: (8.00, -3.63, 0.00), 방향: (0.00, 1.00), screenBounds: 5
[19:31:07.848] [Log] 고양이 위치: (8.00, -3.62, 0.00), 방향: (0.00, 1.00), screenBounds: 5
[19:31:07.866] [Log] 고양이 위치: (8.00, -3.62, 0.00), 방향: (0.00, 1.00), screenBounds: 5
[19:31:07.880] [Log] 고양이 위치: (8.00, -3.61, 0.00), 방향: (0.00, 1.00), screenBounds: 5
[19:31:07.898] [Log] 고양이 위치: (8.00, -3.61, 0.00), 방향: (0.00, 1.00), screenBounds: 5
[19:31:07.914] [Log] 고양이 위치: (8.00, -3.60, 0.00), 방향: (0.00, 1.00), screenBounds: 5
[19:31:07.933] [Log] 고양이 위치: (8.00, -3.60, 0.00), 방향: (0.00, 1.00), screenBounds: 5
[19:31:07.949] [Log] 고양이 위치: (8.00, -3.59, 0.00), 방향: (0.00, 1.00), screenBounds: 5
[19:31:07.967] [Log] 고양이 위치: (8.00, -3.59, 0.00), 방향: (0.00, 1.00), screenBounds: 5
[19:31:07.981] [Log] 고양이 위치: (8.00, -3.58, 0.00), 방향: (0.00, 1.00), screenBounds: 5
[19:31:07.996] [Log] 고양이 위치: (8.00, -3.58, 0.00), 방향: (0.00, 1.00), screenBounds: 5
[19:31:08.014] [Log] 고양이 위치: (8.00, -3.57, 0.00), 방향: (0.00, 1.00), screenBounds: 5
[19:31:08.033] [Log] 고양이 위치: (8.00, -3.57, 0.00), 방향: (0.00, 1.00), screenBounds: 5
[19:31:08.048] [Log] 고양이 위치: (8.00, -3.56, 0.00), 방향: (0.00, 1.00), screenBounds: 5
[19:31:08.064] [Log] 고양이 위치: (8.00, -3.56, 0.00), 방향: (0.00, 1.00), screenBounds: 5
[19:31:08.087] [Log] 고양이 위치: (8.00, -3.55, 0.00), 방향: (0.00, 1.00), screenBounds: 5
[19:31:08.089] [Log] ShowCatMenu 호출됨! 위치: (8.00, -3.55, 0.00)
ShowCatMenu 호출됨! 위치: (8.00, -3.55, 0.00)
[19:31:08.090] [Log] ShowMenu 시작 - 현재 메뉴 상태: 없음, 메뉴 보임: False
[19:31:08.091] [Log] ForceCleanupMenu 시작
[19:31:08.092] [Log] ForceCleanupMenu 완료
[19:31:08.093] [Log] 새 메뉴 생성 완료: ContextMenu_Active
[19:31:08.093] [Log] 월드 좌표 (8.00, -3.55, 0.00) → 스크린 좌표 (928.50, 79.59, 10.00)
[19:31:08.094] [Log] 스크린 → UI 좌표 변환: True, 결과: (864.34, -383.86)
[19:31:08.096] [Log] 메뉴 위치 설정 완료: (864.34, -383.86, 0.00)
[19:31:08.096] [Log] 메뉴 아이템 생성 시작 - 개수: 4
[19:31:08.097] [Log] CreateMenuItems 시작 - 아이템 개수: 4
[19:31:08.098] [Log] 아이템 0 생성 중 - 타입: Button, 텍스트: 고양이 상태보기
[19:31:08.099] [Log] 버튼 아이템 생성 완료: MenuButton(Clone)
[19:31:08.100] [Log] 텍스트 설정 완료: 고양이 상태보기
[19:31:08.101] [Log] DungGeunMo 폰트 적용 완료
[19:31:08.102] [Log] 클릭 이벤트 연결 완료: 고양이 상태보기
[19:31:08.102] [Log] 아이템 1 생성 중 - 타입: Separator, 텍스트: 
[19:31:08.102] [Log] 구분선 생성 완료: Separator(Clone)
[19:31:08.103] [Log] 아이템 2 생성 중 - 타입: Button, 텍스트: 먹이주기 (1 츄르)
[19:31:08.103] [Log] 버튼 아이템 생성 완료: MenuButton(Clone)
[19:31:08.104] [Log] 텍스트 설정 완료: 먹이주기 (1 츄르)
[19:31:08.104] [Log] DungGeunMo 폰트 적용 완료
[19:31:08.104] [Log] 클릭 이벤트 연결 완료: 먹이주기 (1 츄르)
[19:31:08.104] [Log] 아이템 3 생성 중 - 타입: Button, 텍스트: 쓰다듬기
[19:31:08.106] [Log] 버튼 아이템 생성 완료: MenuButton(Clone)
[19:31:08.106] [Log] 텍스트 설정 완료: 쓰다듬기
[19:31:08.106] [Log] DungGeunMo 폰트 적용 완료
[19:31:08.107] [Log] 클릭 이벤트 연결 완료: 쓰다듬기
[19:31:08.107] [Log] CreateMenuItems 완료!
[19:31:08.108] [Log] 메뉴 활성화 완료 - ShowMenu 완료!
[19:31:08.108] [Log] 고양이 컨텍스트 메뉴 표시 완료
고양이 컨텍스트 메뉴 표시 완료
[19:31:08.109] [Log] 고양이 우클릭! 컨텍스트 메뉴 표시
고양이 우클릭! 컨텍스트 메뉴 표시
[19:31:08.140] [Log] 고양이 위치: (8.00, -3.54, 0.00), 방향: (0.00, 1.00), screenBounds: 5
[19:31:08.159] [Log] 고양이 위치: (8.00, -3.53, 0.00), 방향: (0.00, 1.00), screenBounds: 5
[19:31:08.173] [Log] 고양이 위치: (8.00, -3.53, 0.00), 방향: (0.00, 1.00), screenBounds: 5
[19:31:08.191] [Log] 고양이 위치: (8.00, -3.52, 0.00), 방향: (0.00, 1.00), screenBounds: 5
[19:31:08.207] [Log] 고양이 위치: (8.00, -3.51, 0.00), 방향: (0.00, 1.00), screenBounds: 5
[19:31:08.225] [Log] 고양이 위치: (8.00, -3.51, 0.00), 방향: (0.00, 1.00), screenBounds: 5
[19:31:08.240] [Log] 고양이 위치: (8.00, -3.50, 0.00), 방향: (0.00, 1.00), screenBounds: 5
[19:31:08.259] [Log] 고양이 위치: (8.00, -3.50, 0.00), 방향: (0.00, 1.00), screenBounds: 5
[19:31:08.274] [Log] 고양이 위치: (8.00, -3.49, 0.00), 방향: (0.00, 1.00), screenBounds: 5
[19:31:08.291] [Log] 고양이 위치: (8.00, -3.49, 0.00), 방향: (0.00, 1.00), screenBounds: 5
[19:31:08.306] [Log] 고양이 위치: (8.00, -3.49, 0.00), 방향: (0.00, 1.00), screenBounds: 5
[19:31:08.324] [Log] 고양이 위치: (8.00, -3.48, 0.00), 방향: (0.00, 1.00), screenBounds: 5
[19:31:08.341] [Log] 고양이 위치: (8.00, -3.47, 0.00), 방향: (0.00, 1.00), screenBounds: 5
[19:31:08.357] [Log] 고양이 위치: (8.00, -3.47, 0.00), 방향: (0.00, 1.00), screenBounds: 5
[19:31:08.373] [Log] 고양이 위치: (8.00, -3.46, 0.00), 방향: (0.00, 1.00), screenBounds: 5
[19:31:08.391] [Log] 고양이 위치: (8.00, -3.46, 0.00), 방향: (0.00, 1.00), screenBounds: 5
[19:31:08.406] [Log] 고양이 위치: (8.00, -3.46, 0.00), 방향: (0.00, 1.00), screenBounds: 5
[19:31:08.424] [Log] 고양이 위치: (8.00, -3.45, 0.00), 방향: (0.00, 1.00), screenBounds: 5
[19:31:08.442] [Log] 고양이 위치: (8.00, -3.44, 0.00), 방향: (0.00, 1.00), screenBounds: 5
[19:31:08.456] [Log] 고양이 위치: (8.00, -3.44, 0.00), 방향: (0.00, 1.00), screenBounds: 5
[19:31:08.475] [Log] 고양이 위치: (8.00, -3.43, 0.00), 방향: (0.00, 1.00), screenBounds: 5
[19:31:08.491] [Log] 고양이 위치: (8.00, -3.43, 0.00), 방향: (0.00, 1.00), screenBounds: 5
[19:31:08.507] [Log] 고양이 위치: (8.00, -3.42, 0.00), 방향: (0.00, 1.00), screenBounds: 5
[19:31:08.525] [Log] 고양이 위치: (8.00, -3.42, 0.00), 방향: (0.00, 1.00), screenBounds: 5
[19:31:08.540] [Log] 고양이 위치: (8.00, -3.41, 0.00), 방향: (0.00, 1.00), screenBounds: 5
[19:31:08.556] [Log] 고양이 위치: (8.00, -3.41, 0.00), 방향: (0.00, 1.00), screenBounds: 5
[19:31:08.576] [Log] 고양이 위치: (8.00, -3.40, 0.00), 방향: (0.00, 1.00), screenBounds: 5
[19:31:08.591] [Log] 고양이 위치: (8.00, -3.40, 0.00), 방향: (0.00, 1.00), screenBounds: 5
[19:31:08.609] [Log] 고양이 위치: (8.00, -3.39, 0.00), 방향: (0.00, 1.00), screenBounds: 5
[19:31:08.623] [Log] 고양이 위치: (8.00, -3.39, 0.00), 방향: (0.00, 1.00), screenBounds: 5
[19:31:08.642] [Log] 고양이 위치: (8.00, -3.38, 0.00), 방향: (0.00, 1.00), screenBounds: 5
[19:31:08.657] [Log] 고양이 위치: (8.00, -3.38, 0.00), 방향: (0.00, 1.00), screenBounds: 5
[19:31:08.676] [Log] 고양이 위치: (8.00, -3.37, 0.00), 방향: (0.00, 1.00), screenBounds: 5
[19:31:08.690] [Log] 고양이 위치: (8.00, -3.37, 0.00), 방향: (0.00, 1.00), screenBounds: 5
[19:31:08.709] [Log] 고양이 위치: (8.00, -3.36, 0.00), 방향: (0.00, 1.00), screenBounds: 5
[19:31:08.726] [Log] 고양이 위치: (8.00, -3.36, 0.00), 방향: (0.00, 1.00), screenBounds: 5
[19:31:08.742] [Log] 고양이 위치: (8.00, -3.35, 0.00), 방향: (0.00, 1.00), screenBounds: 5
[19:31:08.759] [Log] 고양이 위치: (8.00, -3.35, 0.00), 방향: (0.00, 1.00), screenBounds: 5
[19:31:08.774] [Log] 고양이 위치: (8.00, -3.34, 0.00), 방향: (0.00, 1.00), screenBounds: 5
[19:31:08.790] [Log] 고양이 위치: (8.00, -3.34, 0.00), 방향: (0.00, 1.00), screenBounds: 5
[19:31:08.807] [Log] 고양이 위치: (8.00, -3.33, 0.00), 방향: (0.00, 1.00), screenBounds: 5
[19:31:08.824] [Log] 고양이 위치: (8.00, -3.33, 0.00), 방향: (0.00, 1.00), screenBounds: 5
[19:31:08.840] [Log] 고양이 위치: (8.00, -3.32, 0.00), 방향: (0.00, 1.00), screenBounds: 5
[19:31:08.859] [Log] 고양이 위치: (8.00, -3.32, 0.00), 방향: (0.00, 1.00), screenBounds: 5
[19:31:08.876] [Log] 고양이 위치: (8.00, -3.31, 0.00), 방향: (0.00, 1.00), screenBounds: 5
[19:31:08.892] [Log] 고양이 위치: (8.00, -3.31, 0.00), 방향: (0.00, 1.00), screenBounds: 5
[19:31:08.906] [Log] 고양이 위치: (8.00, -3.31, 0.00), 방향: (0.00, 1.00), screenBounds: 5
[19:31:08.924] [Log] 고양이 위치: (8.00, -3.30, 0.00), 방향: (0.00, 1.00), screenBounds: 5
